,author,datetime,op
148,EntrepreneurSea4863,2021-09-22,2
149,EntrepreneurSea4863,2021-09-24,5
150,EntrepreneurSea4863,2021-09-25,1
151,EntrepreneurSea4863,2021-09-26,2
152,Existing5678,2021-07-24,1
153,Existing5678,2021-07-30,1
154,Existing5678,2021-08-01,1
155,Existing5678,2021-08-04,1
156,Existing5678,2021-08-08,2
157,Existing5678,2021-08-09,3
158,Existing5678,2021-08-10,2
159,Existing5678,2021-08-11,3
160,Existing5678,2021-08-13,1
161,Existing5678,2021-08-18,1
162,Existing5678,2021-08-20,3
163,Existing5678,2021-08-24,5
164,Existing5678,2021-08-25,2
165,Existing5678,2021-08-27,1
166,Existing5678,2021-08-28,1
167,Existing5678,2021-08-29,2
168,Existing5678,2021-08-30,3
169,Existing5678,2021-09-01,4
170,Existing5678,2021-09-03,1
171,Existing5678,2021-09-05,2
172,Existing5678,2021-09-12,2
173,Existing5678,2021-09-14,2
174,Existing5678,2021-09-15,1
175,Existing5678,2021-09-17,1
176,Existing5678,2021-09-19,1
177,Existing5678,2021-09-20,1
178,Existing5678,2021-09-22,1
179,Existing5678,2021-09-26,3
180,Existing5678,2021-09-29,1
181,Existing5678,2021-09-30,1
182,Existing5678,2021-10-01,1
183,Existing5678,2021-10-02,1
184,Existing5678,2021-10-03,1
185,Existing5678,2021-10-05,1
186,Existing5678,2021-10-07,1
187,Existing5678,2021-10-08,1
188,Existing5678,2021-10-10,3
189,Existing5678,2021-10-11,3
190,Existing5678,2021-10-12,1
191,Existing5678,2021-10-13,1
192,Existing5678,2021-10-14,2
193,Existing5678,2021-10-15,2
194,Existing5678,2021-10-16,3
195,Existing5678,2021-10-18,1
196,Existing5678,2021-10-20,1
197,Existing5678,2021-10-21,1
198,Existing5678,2021-10-24,2
199,Existing5678,2021-10-25,1
200,Existing5678,2021-10-26,1
201,Existing5678,2021-10-27,1
202,Existing5678,2021-10-28,1
203,Existing5678,2021-10-29,1
204,Existing5678,2021-11-01,4
205,Existing5678,2021-11-15,1
206,Existing5678,2021-11-16,1
207,Existing5678,2021-11-20,1
208,Existing5678,2021-11-26,1
209,Existing5678,2021-12-14,1
210,Existing5678,2021-12-28,1
211,Existing5678,2022-01-01,1
212,Existing5678,2022-01-07,1
213,Jim-Dread,2021-07-24,1
214,Jim-Dread,2021-07-26,1
215,Jim-Dread,2021-08-03,1
216,Jim-Dread,2021-08-04,1
217,Jim-Dread,2021-08-14,1
218,Jim-Dread,2021-08-15,1
219,Jim-Dread,2021-08-28,1
220,Jim-Dread,2021-08-31,1
221,Jim-Dread,2021-09-01,2
222,Jim-Dread,2021-09-05,1
223,Jim-Dread,2021-09-07,2
224,Jim-Dread,2021-09-30,1
225,Jim-Dread,2021-10-01,2
226,Jim-Dread,2021-10-06,1
227,Jim-Dread,2021-10-09,2
228,Jim-Dread,2021-10-10,1
229,Jim-Dread,2021-10-11,1
230,Jim-Dread,2021-10-22,1
231,Jim-Dread,2021-10-24,1
232,Jim-Dread,2021-11-03,1
233,Jim-Dread,2021-11-05,1
234,Jim-Dread,2021-11-06,1
235,Jim-Dread,2021-11-09,1
236,Jim-Dread,2021-11-19,1
237,Jim-Dread,2021-11-20,1
238,Jim-Dread,2021-11-22,2
239,Jim-Dread,2021-11-25,1
240,Jim-Dread,2021-11-26,1
241,Jim-Dread,2021-12-05,1
242,Jim-Dread,2021-12-06,2
243,Jim-Dread,2021-12-07,2
244,Jim-Dread,2021-12-13,1
245,Jim-Dread,2021-12-16,1
246,Jim-Dread,2021-12-18,1
247,Jim-Dread,2021-12-20,1
248,Jim-Dread,2021-12-21,2
249,Jim-Dread,2021-12-22,1
250,Jim-Dread,2021-12-24,3
251,Jim-Dread,2021-12-26,1
252,Jim-Dread,2021-12-29,1
253,Jim-Dread,2021-12-30,2
254,Jim-Dread,2021-12-31,2
255,Jim-Dread,2022-01-02,1
256,Jim-Dread,2022-01-03,1
257,Jim-Dread,2022-01-09,2
258,Jim-Dread,2022-01-25,1
259,Jim-Dread,2022-01-26,1
260,RaininStarburst,2021-12-08,2
261,RaininStarburst,2021-12-09,1
262,RaininStarburst,2021-12-10,3
263,RaininStarburst,2021-12-11,2
264,RaininStarburst,2021-12-12,2
265,RaininStarburst,2021-12-13,2
266,RaininStarburst,2021-12-14,3
267,RaininStarburst,2021-12-15,4
268,RaininStarburst,2021-12-16,2
269,RaininStarburst,2021-12-17,4
270,RaininStarburst,2021-12-18,6
271,RaininStarburst,2021-12-20,6
272,RaininStarburst,2021-12-21,6
273,RaininStarburst,2021-12-22,2
274,RaininStarburst,2021-12-23,4
275,RaininStarburst,2021-12-24,6
276,RepresentativeElk159,2021-07-24,1
277,RepresentativeElk159,2021-07-25,3
278,RepresentativeElk159,2021-07-30,1
279,RepresentativeElk159,2021-08-02,1
280,RepresentativeElk159,2021-08-10,2
281,RepresentativeElk159,2021-08-17,1
282,RepresentativeElk159,2021-09-01,1
283,RepresentativeElk159,2021-09-04,1
284,RepresentativeElk159,2021-09-10,1
285,RepresentativeElk159,2021-09-11,6
286,RepresentativeElk159,2021-09-12,1
287,RepresentativeElk159,2021-09-14,1
288,RepresentativeElk159,2021-09-15,1
289,RepresentativeElk159,2021-09-16,1
290,RepresentativeElk159,2021-09-17,1
291,RepresentativeElk159,2021-09-20,1
292,RepresentativeElk159,2021-09-21,1
293,RepresentativeElk159,2021-09-22,1
294,RepresentativeElk159,2021-09-25,3
295,RepresentativeElk159,2021-09-26,1
296,RepresentativeElk159,2021-09-27,1
297,RepresentativeElk159,2021-09-28,1
298,RepresentativeElk159,2021-10-01,1
299,RepresentativeElk159,2021-10-02,1
300,RepresentativeElk159,2021-10-07,1
301,RepresentativeElk159,2021-10-09,4
302,RepresentativeElk159,2021-10-10,2
303,RepresentativeElk159,2021-10-11,2
304,RepresentativeElk159,2021-10-12,1
305,RepresentativeElk159,2021-10-15,1
306,RepresentativeElk159,2021-10-16,1
307,RepresentativeElk159,2021-10-18,1
308,RepresentativeElk159,2021-10-21,1
309,RepresentativeElk159,2021-10-24,2
310,RepresentativeElk159,2021-10-25,1
311,RepresentativeElk159,2021-10-28,1
312,RepresentativeElk159,2021-10-29,1
313,RepresentativeElk159,2021-10-30,1
314,RepresentativeElk159,2021-11-01,2
315,RepresentativeElk159,2021-11-07,2
316,RepresentativeElk159,2021-11-08,2
317,RepresentativeElk159,2021-11-15,1
318,RepresentativeElk159,2021-11-17,1
319,RepresentativeElk159,2021-11-19,2
320,RepresentativeElk159,2021-11-30,1
321,RepresentativeElk159,2021-12-11,1
322,RepresentativeElk159,2021-12-22,1
323,RepresentativeElk159,2021-12-29,1
324,RepresentativeElk159,2022-01-09,1
325,RepresentativeElk159,2022-01-10,1
326,RepresentativeElk159,2022-01-16,1
327,RepresentativeElk159,2022-01-19,1
328,ThatWasNotEasy10,2021-07-23,1
329,ThatWasNotEasy10,2021-07-25,1
330,ThatWasNotEasy10,2021-07-27,1
331,ThatWasNotEasy10,2021-07-28,1
332,ThatWasNotEasy10,2021-07-30,1
333,ThatWasNotEasy10,2021-08-02,1
334,ThatWasNotEasy10,2021-08-03,1
335,ThatWasNotEasy10,2021-08-04,2
336,ThatWasNotEasy10,2021-08-05,1
337,ThatWasNotEasy10,2021-08-06,2
338,ThatWasNotEasy10,2021-08-07,3
339,ThatWasNotEasy10,2021-08-10,1
340,ThatWasNotEasy10,2021-08-12,1
341,ThatWasNotEasy10,2021-08-13,1
342,ThatWasNotEasy10,2021-08-14,1
343,ThatWasNotEasy10,2021-08-15,1
344,ThatWasNotEasy10,2021-08-16,2
345,ThatWasNotEasy10,2021-08-17,1
346,ThatWasNotEasy10,2021-08-21,1
347,ThatWasNotEasy10,2021-08-22,2
348,ThatWasNotEasy10,2021-08-23,1
349,ThatWasNotEasy10,2021-08-25,1
350,ThatWasNotEasy10,2021-08-26,1
351,ThatWasNotEasy10,2021-08-27,2
352,ThatWasNotEasy10,2021-08-29,1
353,ThatWasNotEasy10,2021-09-04,1
354,ThatWasNotEasy10,2021-09-07,2
355,ThatWasNotEasy10,2021-09-09,1
356,ThatWasNotEasy10,2021-09-10,1
357,ThatWasNotEasy10,2021-09-17,1
358,ThatWasNotEasy10,2021-09-23,1
359,ThatWasNotEasy10,2021-09-25,1
360,ThatWasNotEasy10,2021-09-29,1
361,ThatWasNotEasy10,2021-09-30,1
362,ThatWasNotEasy10,2021-10-06,1
363,ThatWasNotEasy10,2021-10-07,1
364,ThatWasNotEasy10,2021-10-08,1
365,ThatWasNotEasy10,2021-10-10,2
366,ThatWasNotEasy10,2021-10-13,1
367,ThatWasNotEasy10,2021-10-14,1
368,ThatWasNotEasy10,2021-10-17,1
369,ThatWasNotEasy10,2021-10-18,1
370,ThatWasNotEasy10,2021-10-20,1
371,ThatWasNotEasy10,2021-10-23,1
372,ThatWasNotEasy10,2021-10-25,1
373,ThatWasNotEasy10,2021-10-26,1
374,ThatWasNotEasy10,2021-10-27,1
375,ThatWasNotEasy10,2021-10-28,1
376,ThatWasNotEasy10,2021-10-29,1
377,ThatWasNotEasy10,2021-11-01,1
378,ThatWasNotEasy10,2021-11-04,1
379,ThatWasNotEasy10,2021-11-05,1
380,ThatWasNotEasy10,2021-11-07,1
381,ThatWasNotEasy10,2021-11-08,1
382,ThatWasNotEasy10,2021-11-09,1
383,ThatWasNotEasy10,2021-11-10,1
384,ThatWasNotEasy10,2021-11-13,1
385,ThatWasNotEasy10,2021-11-15,1
386,ThatWasNotEasy10,2021-11-24,1
387,ThatWasNotEasy10,2021-11-25,1
388,ThatWasNotEasy10,2021-12-13,1
389,ThatWasNotEasy10,2021-12-14,1
390,ThatWasNotEasy10,2021-12-16,1
391,ThatWasNotEasy10,2021-12-17,1
392,ThatWasNotEasy10,2021-12-18,1
393,ThatWasNotEasy10,2021-12-19,1
394,ThatWasNotEasy10,2021-12-29,1
395,ThatWasNotEasy10,2022-01-01,1
396,ThatWasNotEasy10,2022-01-05,1
397,ThatWasNotEasy10,2022-01-06,2
398,ThatWasNotEasy10,2022-01-12,1
399,ThatWasNotEasy10,2022-01-13,1
400,ThatWasNotEasy10,2022-01-17,1
401,ThatWasNotEasy10,2022-01-18,1
402,ThatWasNotEasy10,2022-01-19,1
403,ThatWasNotEasy10,2022-01-20,1
404,ThatWasNotEasy10,2022-01-25,1
405,ThatWasNotEasy10,2022-01-27,1
406,[deleted],2021-07-20,2
407,[deleted],2021-07-21,1
408,[deleted],2021-07-22,2
409,[deleted],2021-07-29,3
410,[deleted],2021-07-30,1
411,[deleted],2021-08-01,2
412,[deleted],2021-08-02,1
413,[deleted],2021-08-04,1
414,[deleted],2021-08-05,1
415,[deleted],2021-08-06,1
416,[deleted],2021-08-10,1
417,[deleted],2021-08-11,1
418,[deleted],2021-08-13,1
419,[deleted],2021-08-14,1
420,[deleted],2021-08-16,2
421,[deleted],2021-08-19,2
422,[deleted],2021-08-20,61
423,[deleted],2021-08-21,36
424,[deleted],2021-08-23,1
425,[deleted],2021-08-24,1
426,[deleted],2021-08-30,2
427,[deleted],2021-08-31,1
428,[deleted],2021-09-01,1
429,[deleted],2021-09-02,1
430,[deleted],2021-09-03,1
431,[deleted],2021-09-04,2
432,[deleted],2021-09-05,1
433,[deleted],2021-09-09,2
434,[deleted],2021-09-12,2
435,[deleted],2021-09-13,1
436,[deleted],2021-09-16,1
437,[deleted],2021-09-17,2
438,[deleted],2021-09-18,1
439,[deleted],2021-09-19,2
440,[deleted],2021-09-21,1
441,[deleted],2021-09-22,12
442,[deleted],2021-09-23,5
443,[deleted],2021-09-24,2
444,[deleted],2021-09-27,2
445,[deleted],2021-09-28,2
446,[deleted],2021-09-29,1
447,[deleted],2021-10-05,80
448,[deleted],2021-10-06,42
449,[deleted],2021-10-07,2
450,[deleted],2021-10-08,3
451,[deleted],2021-10-09,1
452,[deleted],2021-10-10,3
453,[deleted],2021-10-11,1
454,[deleted],2021-10-12,1
455,[deleted],2021-10-13,2
456,[deleted],2021-10-17,3
457,[deleted],2021-10-18,1
458,[deleted],2021-10-20,2
459,[deleted],2021-10-21,1
460,[deleted],2021-10-22,1
461,[deleted],2021-10-23,2
462,[deleted],2021-10-25,1
463,[deleted],2021-10-27,1
464,[deleted],2021-10-29,1
465,[deleted],2021-10-30,1
466,[deleted],2021-10-31,1
467,[deleted],2021-11-01,37
468,[deleted],2021-11-02,5
469,[deleted],2021-11-03,1
470,[deleted],2021-11-05,2
471,[deleted],2021-11-06,1
472,[deleted],2021-11-07,2
473,[deleted],2021-11-09,4
474,[deleted],2021-11-10,1
475,[deleted],2021-11-11,1
476,[deleted],2021-11-12,2
477,[deleted],2021-11-14,2
478,[deleted],2021-11-15,2
479,[deleted],2021-11-17,1
480,[deleted],2021-11-18,5
481,[deleted],2021-11-19,2
482,[deleted],2021-11-20,1
483,[deleted],2021-11-21,1
484,[deleted],2021-11-22,2
485,[deleted],2021-11-24,1
486,[deleted],2021-11-30,1
487,[deleted],2021-12-03,4
488,[deleted],2021-12-06,1
489,[deleted],2021-12-07,90
490,[deleted],2021-12-08,69
491,[deleted],2021-12-09,3
492,[deleted],2021-12-14,1
493,[deleted],2021-12-20,1
494,[deleted],2021-12-23,1
495,[deleted],2021-12-26,2
496,[deleted],2021-12-27,1
497,[deleted],2021-12-28,1
498,[deleted],2021-12-31,2
499,[deleted],2022-01-02,2
500,[deleted],2022-01-03,1
501,[deleted],2022-01-04,1
502,[deleted],2022-01-06,1
503,[deleted],2022-01-08,2
504,[deleted],2022-01-21,1
505,[deleted],2022-01-22,1
506,[deleted],2022-01-24,1
507,[deleted],2022-01-26,1
508,[deleted],2022-01-28,2
509,[deleted],2022-01-29,2
510,anechointhedark,2021-09-01,1
511,anechointhedark,2021-09-19,1
512,anechointhedark,2021-09-24,1
513,anechointhedark,2021-09-27,1
514,anechointhedark,2021-10-03,1
515,anechointhedark,2021-10-07,2
516,anechointhedark,2021-10-08,1
517,anechointhedark,2021-10-11,1
518,anechointhedark,2021-10-12,1
519,anechointhedark,2021-10-17,1
520,anechointhedark,2021-10-18,1
521,anechointhedark,2021-10-19,3
522,anechointhedark,2021-10-20,5
523,anechointhedark,2021-10-21,1
524,anechointhedark,2021-10-22,1
525,anechointhedark,2021-10-30,1
526,anechointhedark,2021-10-31,1
527,anechointhedark,2021-11-04,1
528,anechointhedark,2021-11-05,1
529,anechointhedark,2021-11-06,1
530,anechointhedark,2021-11-07,1
531,anechointhedark,2021-11-09,1
532,anechointhedark,2021-11-11,1
533,anechointhedark,2021-11-20,1
534,anechointhedark,2021-11-24,1
535,anechointhedark,2021-11-30,1
536,anechointhedark,2021-12-03,2
537,anechointhedark,2021-12-06,1
538,anechointhedark,2021-12-07,1
539,anechointhedark,2021-12-09,1
540,anechointhedark,2021-12-13,2
541,anechointhedark,2021-12-15,1
542,anechointhedark,2021-12-16,1
543,anechointhedark,2021-12-18,2
544,anechointhedark,2021-12-28,1
545,anechointhedark,2022-01-06,1
546,anechointhedark,2022-01-13,3
547,anechointhedark,2022-01-19,1
548,anechointhedark,2022-01-21,1
549,anechointhedark,2022-01-23,1
550,anechointhedark,2022-01-24,1
551,anechointhedark,2022-01-25,1
552,anechointhedark,2022-01-29,3
553,anechointhedark,2022-01-30,1
554,broken4ever81,2021-08-23,1
555,broken4ever81,2021-08-26,1
556,broken4ever81,2021-08-28,1
557,broken4ever81,2021-08-29,1
558,broken4ever81,2021-09-02,1
559,broken4ever81,2021-09-04,1
560,broken4ever81,2021-09-06,2
561,broken4ever81,2021-09-07,2
562,broken4ever81,2021-09-11,2
563,broken4ever81,2021-09-12,1
564,broken4ever81,2021-09-13,1
565,broken4ever81,2021-09-14,2
566,broken4ever81,2021-09-16,1
567,broken4ever81,2021-09-18,1
568,broken4ever81,2021-09-21,1
569,broken4ever81,2021-09-24,2
570,broken4ever81,2021-09-26,1
571,broken4ever81,2021-09-29,1
572,broken4ever81,2021-10-01,1
573,broken4ever81,2021-10-04,1
574,broken4ever81,2021-10-07,1
575,broken4ever81,2021-10-12,1
576,broken4ever81,2021-10-17,1
577,broken4ever81,2021-10-18,1
578,broken4ever81,2021-10-21,1
579,broken4ever81,2021-10-22,1
580,broken4ever81,2021-10-23,1
581,broken4ever81,2021-10-24,1
582,broken4ever81,2021-10-28,2
583,broken4ever81,2021-11-06,1
584,broken4ever81,2021-11-15,1
585,broken4ever81,2021-11-21,1
586,broken4ever81,2021-11-24,1
587,broken4ever81,2021-11-27,1
588,broken4ever81,2021-12-05,1
589,broken4ever81,2021-12-06,1
590,broken4ever81,2021-12-10,2
591,broken4ever81,2021-12-11,2
592,broken4ever81,2021-12-14,1
593,broken4ever81,2021-12-17,1
594,broken4ever81,2021-12-21,1
595,broken4ever81,2021-12-25,1
596,broken4ever81,2021-12-28,1
597,broken4ever81,2021-12-30,1
598,broken4ever81,2022-01-02,1
599,broken4ever81,2022-01-08,1
600,broken4ever81,2022-01-14,1
601,broken4ever81,2022-01-15,1
602,broken4ever81,2022-01-17,1
603,broken4ever81,2022-01-18,1
604,broken4ever81,2022-01-25,1
605,fueno45,2021-07-20,1
606,fueno45,2021-07-23,1
607,fueno45,2021-07-24,1
608,fueno45,2021-07-26,2
609,fueno45,2021-07-29,1
610,fueno45,2021-07-30,1
611,fueno45,2021-07-31,3
612,fueno45,2021-08-01,1
613,fueno45,2021-08-05,2
614,fueno45,2021-08-06,2
615,fueno45,2021-08-07,6
616,fueno45,2021-08-12,6
617,fueno45,2021-08-14,3
618,fueno45,2021-08-15,1
619,fueno45,2021-08-16,2
620,fueno45,2021-08-18,2
621,fueno45,2021-08-19,4
622,fueno45,2021-08-20,1
623,fueno45,2021-08-21,3
624,fueno45,2021-08-22,3
625,fueno45,2021-08-23,2
626,fueno45,2021-08-24,2
627,fueno45,2021-08-25,5
628,fueno45,2021-08-26,5
629,fueno45,2021-08-29,2
630,fueno45,2021-08-30,2
631,fueno45,2021-08-31,2
632,glasstumble16,2021-08-09,1
633,glasstumble16,2021-08-30,1
634,glasstumble16,2021-09-28,2
635,glasstumble16,2021-10-09,1
636,glasstumble16,2021-10-12,1
637,glasstumble16,2021-10-19,1
638,glasstumble16,2021-10-23,1
639,glasstumble16,2021-10-28,1
640,glasstumble16,2021-10-30,1
641,glasstumble16,2021-10-31,1
642,glasstumble16,2021-11-02,2
643,glasstumble16,2021-11-04,2
644,glasstumble16,2021-11-05,1
645,glasstumble16,2021-11-06,1
646,glasstumble16,2021-11-09,1
647,glasstumble16,2021-11-13,1
648,glasstumble16,2021-11-15,1
649,glasstumble16,2021-11-16,1
650,glasstumble16,2021-11-19,1
651,glasstumble16,2021-11-20,1
652,glasstumble16,2021-11-25,1
653,glasstumble16,2021-11-26,1
654,glasstumble16,2021-11-28,2
655,glasstumble16,2021-12-04,1
656,glasstumble16,2021-12-05,1
657,glasstumble16,2021-12-07,3
658,glasstumble16,2021-12-09,1
659,glasstumble16,2021-12-10,2
660,glasstumble16,2021-12-11,1
661,glasstumble16,2021-12-13,2
662,glasstumble16,2021-12-14,2
663,glasstumble16,2021-12-16,1
664,glasstumble16,2021-12-17,1
665,glasstumble16,2021-12-23,1
666,glasstumble16,2021-12-27,2
667,glasstumble16,2021-12-28,1
668,glasstumble16,2021-12-31,2
669,glasstumble16,2022-01-07,1
670,glasstumble16,2022-01-18,2
671,glasstumble16,2022-01-20,1
672,glasstumble16,2022-01-26,3
673,patheticccccccc,2021-07-26,1
674,patheticccccccc,2021-07-29,1
675,patheticccccccc,2021-08-03,1
676,patheticccccccc,2021-08-06,1
677,patheticccccccc,2021-08-13,1
678,patheticccccccc,2021-08-20,1
679,patheticccccccc,2021-08-27,3
680,patheticccccccc,2021-08-29,2
681,patheticccccccc,2021-08-31,1
682,patheticccccccc,2021-09-06,1
683,patheticccccccc,2021-09-10,1
684,patheticccccccc,2021-09-13,2
685,patheticccccccc,2021-09-19,1
686,patheticccccccc,2021-09-22,1
687,patheticccccccc,2021-09-23,1
688,patheticccccccc,2021-09-30,2
689,patheticccccccc,2021-10-01,1
690,patheticccccccc,2021-10-02,1
691,patheticccccccc,2021-10-03,1
692,patheticccccccc,2021-10-04,2
693,patheticccccccc,2021-10-10,1
694,patheticccccccc,2021-10-19,1
695,patheticccccccc,2021-10-21,3
696,patheticccccccc,2021-10-25,2
697,patheticccccccc,2021-10-26,1
698,patheticccccccc,2021-11-03,1
699,patheticccccccc,2021-11-04,4
700,patheticccccccc,2021-11-08,1
701,patheticccccccc,2021-11-10,1
702,patheticccccccc,2021-11-12,2
703,patheticccccccc,2021-11-14,3
704,patheticccccccc,2021-11-15,1
705,patheticccccccc,2021-11-16,2
706,patheticccccccc,2021-11-21,2
707,patheticccccccc,2021-11-23,1
708,patheticccccccc,2021-11-24,1
709,patheticccccccc,2021-11-29,2
710,patheticccccccc,2021-11-30,1
711,patheticccccccc,2021-12-04,1
712,patheticccccccc,2021-12-14,1
713,patheticccccccc,2022-01-05,1
714,patheticccccccc,2022-01-12,1
715,patheticccccccc,2022-01-13,2
716,patheticccccccc,2022-01-15,2
717,patheticccccccc,2022-01-18,1
718,patheticccccccc,2022-01-19,1
719,patheticccccccc,2022-01-22,4
720,patheticccccccc,2022-01-23,1
721,patheticccccccc,2022-01-24,2
